SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
83,Tobramycin,Sample_1055,Analyte,,,,19114.42,,,,,MM-,10
84,Tobramycin,Sample_1059,Analyte,,2.14,12.196,20288.83,3.049,0.001,0.1864,,bb,10
85,Tobramycin,Sample_6495,Analyte,,,,36048.414,,,,,,10
86,Tobramycin,Sample_12293,Analyte,,,,95556.391,,,,,,10
87,Tobramycin,Sample_12296,Analyte,,,,43887.121,,,,,,10
88,Tobramycin,Sample_13284,Analyte,,2.22,4.017,36703.402,1.772,0,0.0606,,bb,10
89,Tobramycin,WaterBlank16,Blank,,,,160.65,,,,,,10
90,Tobramycin,WaterBlank17,Blank,,2.1,0.489,61.132,0.956,0.008,0.992,,bb,10
91,Tobramycin,Sample_1360,Analyte,,2.08,0.049,33146.063,0.024,0,0.0245,,bb,10
92,Tobramycin,Sample_9083,Analyte,,2.06,1.255,43269.895,1.096,0,0.0341,,bb,10
93,Tobramycin,Sample_5305,Analyte,,,,56575.578,,,,,,10
94,Tobramycin,Sample_13354,Analyte,,,,42401.309,,,,,,10
95,Tobramycin,Sample_11181,Analyte,,2.02,1.641,40095.98,0.826,0,0.0382,,bb,10
96,Tobramycin,Sample_8324,Analyte,,1.91,0.193,37171.34,0.09,0,0.0258,,bb,10
97,Tobramycin,Sample_12269,Analyte,,,,68534.453,,,,,,10
98,Tobramycin,Sample_9081,Analyte,,,,109107.469,,,,,,10
99,Tobramycin,Sample_10155,Analyte,,2.14,1.206,30640.73,0.736,0,0.0377,,bb,10
100,Tobramycin,Sample_5335,Analyte,,,,93233.406,,,,,,10
101,Tobramycin,WaterBlank18,Blank,,1.93,1.325,89.958,2.51,0.015,1.4098,,bb,10
102,Tobramycin,WaterBlank19,Blank,,,,72.574,,,,,,10
103,Tobramycin,Sample_15141,Analyte,,2.24,7.276,19090.936,3.558,0,0.1356,,bb,10
104,Tobramycin,Sample_12291,Analyte,,,,74458.102,,,,,,10
105,Tobramycin,Sample_1359,Analyte,,1.91,1.186,19844.846,0.299,0,0.0446,,bb,10
106,Tobramycin,Sample_10139,Analyte,,1.87,5.042,32302.51,1.201,0,0.0748,,bb,10
107,Tobramycin,Sample_6516,Analyte,,1.87,1550.975,25595.715,71.408,0.061,3.0587,,bb,10
108,Tobramycin,Sample_9084,Analyte,,1.95,0.364,86218.25,0.561,0,0.0254,,bb,10
109,Tobramycin,Sample_5550,Analyte,,,,81993.383,,,,,,10
110,Tobramycin,Sample_6493,Analyte,,,,23425.256,,,,,,10
111,Tobramycin,Sample_9041,Analyte,,,,43401.754,,,,,,10
112,Tobramycin,Sample_15159,Analyte,,,,23983.383,,,,,,10
113,Tobramycin,WaterBlank20,Blank,,,,11.907,,,,,,10
114,Tobramycin,WaterBlank21,Blank,,1.91,0.685,55.121,1.841,0.012,1.28,,bb,10
115,Tobramycin,Sample_13332,Analyte,,,,26000.984,,,,,,10
116,Tobramycin,Sample_15136,Analyte,,,,22803.168,,,,,,10
117,Tobramycin,Sample_1361,Analyte,,,,14572.088,,,,,,10
118,Tobramycin,Sample_4135,Analyte,,,,95985.148,,,,,,10
119,Tobramycin,Sample_8305,Analyte,,,,28319.887,,,,,,10
120,Tobramycin,WaterBlank22,Blank,,1.91,0.293,196.049,0.69,0.001,0.3478,,bb,10
121,Tobramycin,QC2_10uMPOOL,Analyte,,1.89,9915.483,37.166,544.506,266.789,216.8243,,bb,10
122,Tobramycin,WaterBlank23,Blank,,,,,,,,,,10
123,Tobramycin,WaterBlank24,Blank,,,,17.431,,,,,,10
124,Tobramycin,WaterBlank25,Blank,,2.2,0.285,12.679,0.467,0.022,1.7858,,bb,10
125,Tobramycin,Sample_4159,Analyte,,,,38302.035,,,,,,10
126,Tobramycin,Sample_6491,Analyte,,1.89,1.027,19074.754,0.075,0,0.0426,,bb,10
127,Tobramycin,Sample_5574,Analyte,,2.06,1.989,58461.988,0.684,0,0.0359,,bb,10
128,Tobramycin,Sample_1158,Analyte,,2.14,8.503,27956.119,2.467,0,0.116,,bb,10
129,Tobramycin,Sample_5333,Analyte,,2.1,0.238,55327.539,0.097,0,0.0255,,bb,10
130,Tobramycin,Sample_11180,Analyte,,,,22181.33,,,,,,10
131,Tobramycin,Sample_13357,Analyte,,,,41006.992,,,,,,10
132,Tobramycin,Sample_15140,Analyte,,,,46579.809,,,,,,10
133,Tobramycin,Sample_15134,Analyte,,,,27429.299,,,,,,10
134,Tobramycin,Sample_8304,Analyte,,,,73113.711,,,,,,10
135,Tobramycin,WaterBlank26,Blank,,1.98,0.577,76.619,1.432,0.008,0.9575,,bb,10
136,Tobramycin,WaterBlank27,Blank,,,,,,,,,,10
137,Tobramycin,Sample_11185,Analyte,,,,24842.893,,,,,MM-,10
138,Tobramycin,Sample_15158,Analyte,,,,26110.451,,,,,,10
139,Tobramycin,Sample_13288,Analyte,,2.22,9.695,16664.934,3.834,0.001,0.1822,,bb,10
140,Tobramycin,Sample_1034,Analyte,,,,24064.23,,,,,,10
141,Tobramycin,Sample_9284,Analyte,,,,80696.258,,,,,,10
142,Tobramycin,Sample_4139,Analyte,,,,35234.344,,,,,,10
143,Tobramycin,Sample_1159,Analyte,,2.12,8.055,18322.385,2.279,0,0.1498,,bb,10
144,Tobramycin,Sample_5336,Analyte,,2.12,0.095,82725.734,0.02,0,0.0243,,bb,10
145,Tobramycin,Sample_1160,Analyte,,,,109.199,,,,,,10
146,Tobramycin,Sample_1362,Analyte,,1.93,0.815,,1.966,,,,bb,10
147,Tobramycin,WaterBlank28,Blank,,2.24,0.098,31.041,0.294,0.003,0.5644,,bb,10
148,Tobramycin,WaterBlank29,Blank,,1.95,0.573,53.814,2.049,0.011,1.1715,,bb,10
149,Tobramycin,Sample_8330,Analyte,,,,37730.41,,,,,,10
150,Tobramycin,Sample_11186,Analyte,,,,20312.977,,,,,,10
151,Tobramycin,Sample_5572,Analyte,,2.04,1.225,44631.547,2.429,0,0.0336,,bb,10
152,Tobramycin,Sample_13283,Analyte,,2,2.499,21985.393,0.131,0,0.0619,,bb,10
153,Tobramycin,Sample_8331,Analyte,,,,52630.934,,,,,,10
154,Tobramycin,Sample_1038,Analyte,,,,36097.316,,,,,,10
155,Tobramycin,Sample_6496,Analyte,,,,21698.15,,,,,,10
156,Tobramycin,Sample_5551,Analyte,,,,82308.773,,,,,,10
157,Tobramycin,Sample_13356,Analyte,,,,16826.762,,,,,,10
158,Tobramycin,Sample_5549,Analyte,,,,69537.031,,,,,,10
159,Tobramycin,WaterBlank30,Blank,,2.04,1.553,,2.191,,,,bb,10
160,Tobramycin,WaterBlank31,Blank,,2.12,1.48,73.677,1.895,0.02,1.6778,,bb,10
161,Tobramycin,Sample_12267,Analyte,,,,40641.684,,,,,,10
162,Tobramycin,Sample_9282,Analyte,,,,62037.93,,,,,,10
163,Tobramycin,Sample_1161,Analyte,,2.2,0.689,17137.713,0.881,0,0.038,,bb,10
164,Tobramycin,Sample_6490,Analyte,,,,29469.74,,,,,,10
165,Tobramycin,Sample_1054,Analyte,,,,15377.688,,,,,MM-,10
166,Tobramycin,Sample_15162,Analyte,,,,21342.223,,,,,,10
167,Tobramycin,Sample_5113,Analyte,,,,28903.6,,,,,,10
168,Tobramycin,Sample_4155,Analyte,,,,22093.213,,,,,,10
169,Tobramycin,Sample_9043,Analyte,,,,57825.824,,,,,,10
170,Tobramycin,Sample_1140,Analyte,,1.93,7.771,20576.936,2.115,0,0.1347,,bb,10
171,Tobramycin,WaterBlank32,Blank,,,,55.412,,,,,,10
172,Tobramycin,WaterBlank33,Blank,,2.08,1.733,,2.275,,,,bb,10
173,Tobramycin,Sample_5136,Analyte,,2.08,1.072,31150.615,2.709,0,0.036,,bb,10
174,Tobramycin,Sample_5570,Analyte,,2.08,0.208,35493.852,0.55,0,0.026,,bb,10
175,Tobramycin,Sample_8325,Analyte,,,,15389.06,,,,,,10
176,Tobramycin,Sample_11162,Analyte,,2.12,1.427,28536.197,0.429,0,0.0413,,bb,10
177,Tobramycin,WaterBlank34,Blank,,1.87,0.285,94.686,0.772,0.003,0.5477,,bb,10
178,Tobramycin,QC3_10uMPOOL,Analyte,,,,,,,,,,10
179,Tobramycin,WaterBlank35,Blank,,,,10.68,,,,,,10
180,Tobramycin,WaterBlank36,Blank,,2.16,1.243,10.96,2.314,0.113,4.2602,,bb,10
181,Tobramycin,Sample_4140,Analyte,,2.06,0.665,25845.703,1.358,0,0.033,,bb,10
182,Tobramycin,Sample_11187,Analyte,,2.22,0.195,14056.108,0.461,0,0.0289,,bb,10
183,Tobramycin,Sample_9250,Analyte,,2.24,0.073,23199.529,0.515,0,0.0251,,bb,10
184,Tobramycin,Sample_12294,Analyte,,,,29615.811,,,,,,10
185,Tobramycin,Sample_6515,Analyte,,,,16923.809,,,,,,10
186,Tobramycin,Sample_4138,Analyte,,1.93,6.323,28666.744,8.545,0,0.0934,,MM,10
187,Tobramycin,Sample_13355,Analyte,,,,19110.221,,,,,,10
188,Tobramycin,Sample_9285,Analyte,,,,22101.307,,,,,,10
189,Tobramycin,Sample_6494,Analyte,,,,14697.289,,,,,,10
190,Tobramycin,Sample_5332,Analyte,,,,36103.133,,,,,,10
191,Tobramycin,WaterBlank37,Blank,,,,60.023,,,,,,10
192,Tobramycin,WaterBlank38,Blank,,,,31.94,,,,,,10
193,Tobramycin,Sample_5138,Analyte,,,,43840.012,,,,,,10
194,Tobramycin,Sample_9247,Analyte,,,,18504.961,,,,,,10
195,Tobramycin,Sample_10159,Analyte,,1.87,3.217,12266.36,1.011,0,0.1049,,bb,10
196,Tobramycin,Sample_13286,Analyte,,,,14825.206,,,,,,10
197,Tobramycin,Sample_4156,Analyte,,,,12015.424,,,,,,10
198,Tobramycin,Sample_6513,Analyte,,,,19241.279,,,,,,10
199,Tobramycin,Sample_9040,Analyte,,2,1.078,18703.441,0.168,0,0.0438,,bb,10
200,Tobramycin,Sample_11182,Analyte,,2.02,0.204,8961.552,0.196,0,0.032,,bb,10
201,Tobramycin,Sample_9038,Analyte,,2.14,1.333,12247.778,1.522,0,0.0604,,bb,10
202,Tobramycin,Sample_1310,Analyte,,2.08,0.023,10151.489,0.255,0,0.0247,,bb,10
203,Tobramycin,WaterBlank39,Blank,,,,6.878,,,,,,10
204,Tobramycin,WaterBlank40,Blank,,,,3.883,,,,,,10
205,Tobramycin,Sample_4158,Analyte,,1.98,0.131,13647.17,0.553,0,0.0274,,bb,10
206,Tobramycin,Sample_10141,Analyte,,1.98,0.575,6269.53,0.587,0,0.055,,bb,10
207,Tobramycin,Sample_8303,Analyte,,,,10721.477,,,,,,10
208,Tobramycin,Sample_5575,Analyte,,,,13921.691,,,,,,10
209,Tobramycin,Sample_5111,Analyte,,,,13549.191,,,,,,10
210,Tobramycin,Sample_12292,Analyte,,1.98,1.037,11329.024,3.275,0,0.0549,,bb,10
211,Tobramycin,Sample_9286,Analyte,,2.24,0.099,10904.641,0.597,0,0.0272,,bb,10
212,Tobramycin,Sample_11158,Analyte,,,,13490.688,,,,,,10
213,Tobramycin,Sample_1137,Analyte,,,,8481.03,,,,,,10
214,Tobramycin,Sample_8327,Analyte,,1.95,1.15,10719.852,1.577,0,0.0599,,bb,10
215,Tobramycin,WaterBlank41,Blank,,2.12,0.037,33.707,0.54,0.001,0.2825,,bb,10
216,Tobramycin,WaterBlank42,Blank,,2.24,1.447,,2.71,,,,bb,10
217,Tobramycin,Sample_9287,Analyte,,,,21657.477,,,,,,10
218,Tobramycin,Sample_13287,Analyte,,,,17850.375,,,,,,10
219,Tobramycin,Sample_1138,Analyte,,1.98,0.041,7812.412,0.129,0,0.0258,,bb,10
220,Tobramycin,Sample_15137,Analyte,,,,10676.276,,,,,,10
221,Tobramycin,Sample_1141,Analyte,,2.04,1.802,10596.575,1.246,0,0.0789,,bb,10
222,Tobramycin,Sample_8307,Analyte,,,,20167.387,,,,,,10
223,Tobramycin,Sample_11161,Analyte,,,,21482.715,,,,,,10
224,Tobramycin,Sample_9249,Analyte,,,,20333.33,,,,,,10
225,Tobramycin,Sample_12295,Analyte,,,,22498.555,,,,,,10
226,Tobramycin,Sample_5547,Analyte,,,,21432.041,,,,,,10
227,Tobramycin,WaterBlank43,Blank,,,,122.453,,,,,,10
228,Tobramycin,WaterBlank44,Blank,,,,10.754,,,,,,10
229,Tobramycin,Sample_9085,Analyte,,,,18960.334,,,,,,10
230,Tobramycin,Sample_13309,Analyte,,2.08,3.09,16439.961,0.451,0,0.0841,,bb,10
231,Tobramycin,Sample_4154,Analyte,,,,12633.953,,,,,,10
232,Tobramycin,Sample_6492,Analyte,,2.06,5.875,,0.986,,,,bb,10
233,Tobramycin,Sample_1036,Analyte,,2.12,0.889,11590.142,0.205,0,0.0501,,bb,10
1,Trimethoprim,WaterBlank1,Blank,,,,,,,,,,10
2,Trimethoprim,WaterBlank2,Blank,,2.87,1.883,1.131,2.158,1.665,3.8899,,bb,148
3,Trimethoprim,Sample_12270,Analyte,,,,29266.48,,,,,,148
4,Trimethoprim,WaterBlank1a,Blank,,,,425.843,,,,,,148
5,Trimethoprim,WaterBlank2a,Blank,,2.81,0.505,123.805,1.342,0.004,0.0465,,bb,148
6,Trimethoprim,Water_ABS_0,Standard,0,2.81,0.11,204892.938,0.902,0,0,,bbI,148
7,Trimethoprim,Water_ABS_140,Standard,0.014,2.89,473.465,206415.984,1144.405,0.002,0,0,bbI,148
8,Trimethoprim,Water_ABS_410,Standard,0.041,2.87,1489.017,210472.047,1174.266,0.007,0.1487,362.7,bb,148
9,Trimethoprim,Water_ABS_1230,Standard,0.123,2.87,4682.916,227687.344,3479.586,0.021,0.362,294.3,bb,148
10,Trimethoprim,Water_ABS_3700,Standard,0.37,2.87,11304.649,239528.156,3257.616,0.047,0.6,162.2,bb,148
11,Trimethoprim,Water_ABS_1000,Standard,1.1,2.87,28750.207,90629.641,6176.9,0.317,1.669,151.7,bb,148
12,Trimethoprim,Water_ABS_3000,Standard,3.3,2.87,57068.023,62678.156,2591.078,0.91,2.8642,86.8,bb,148
13,Trimethoprim,Water_ABS_10000,Standard,10,2.87,301510.781,27586.045,10127.372,10.93,10.0352,100.4,bb,148
14,Trimethoprim,WaterBlank1b,Blank,,2.83,64.872,,4.261,,,,bb,148
15,Trimethoprim,WaterBlank2b,Blank,,,,191.768,,,,,,148
16,Trimethoprim,WaterBlank3b,Blank,,2.85,148.871,149.732,124.172,0.994,2.9952,,bb,148
17,Trimethoprim,Minus80aliquot,Analyte,,2.87,252741.453,31.327,2876.448,8067.847,273.6945,,bb,148
18,Trimethoprim,WaterBlank1A,Blank,,2.89,816.095,174.053,8.824,4.689,6.5582,,bb,148
19,Trimethoprim,WaterBlank2A,Blank,,2.89,465.677,73.542,146.033,6.332,7.6283,,bb,148
20,Trimethoprim,WaterBlank3A,Blank,,,,68.098,,,,,,148
21,Trimethoprim,Sample_15139,Analyte,,,,11411.595,,,,,,148
22,Trimethoprim,Sample_5307,Analyte,,2.87,9.554,25854.27,5.357,0,0,,MMI,148
23,Trimethoprim,Sample_6517,Analyte,,,,13785.994,,,,,MM-I,148
24,Trimethoprim,Sample_5573,Analyte,,,,24188.506,,,,,MM-I,148
25,Trimethoprim,Sample_1163,Analyte,,2.85,3.488,6670.938,2.61,0.001,0,,bbI,148
26,Trimethoprim,Sample_5331,Analyte,,2.85,0.33,45836.891,0.32,0,0,,bbI,148
27,Trimethoprim,Sample_9039,Analyte,,,,22205.172,,,,,,148
28,Trimethoprim,Sample_5548,Analyte,,3.01,0.392,69920.133,0.94,0,0,,bbI,148
29,Trimethoprim,Sample_5552,Analyte,,2.87,0.184,75430.938,0.886,0,0,,bbI,148
30,Trimethoprim,Sample_13359,Analyte,,2.81,1.153,64806.246,1.432,0,0,,bbI,148
31,Trimethoprim,WaterBlank4,Blank,,,,147.531,,,,,,148
32,Trimethoprim,WaterBlank5,Blank,,,,156.813,,,,,MM-I,148
33,Trimethoprim,Sample_13285,Analyte,,,,18907.098,,,,,,148
34,Trimethoprim,Sample_1033,Analyte,,,,,,,,,MM-,148
35,Trimethoprim,Sample_1142,Analyte,,,,13526.746,,,,,,148
36,Trimethoprim,Sample_9080,Analyte,,,,25267.537,,,,,,148
37,Trimethoprim,Sample_1162,Analyte,,,,16340.2,,,,,,148
38,Trimethoprim,Sample_4157,Analyte,,,,32103.775,,,,,,148
39,Trimethoprim,Sample_1035,Analyte,,,,32588.418,,,,,,148
40,Trimethoprim,Sample_5306,Analyte,,2.99,0.467,39020.004,0.544,0,0,,bbI,148
41,Trimethoprim,Sample_8329,Analyte,,2.81,239397.078,22160.92,12905.499,10.803,9.9765,,bb,148
42,Trimethoprim,Sample_9283,Analyte,,2.81,115.699,51937.453,24.745,0.002,0,,MMI,148
43,Trimethoprim,WaterBlank6,Blank,,2.83,56.762,248.854,13.929,0.228,1.4064,,bb,148
44,Trimethoprim,WaterBlank7,Blank,,2.83,175.484,197.155,395.841,0.89,2.8314,,bb,148
45,Trimethoprim,Sample_6512,Analyte,,,,50962.113,,,,,MM-I,148
46,Trimethoprim,Sample_9248,Analyte,,2.85,0.424,56290.375,0.244,0,0,,bbI,148
47,Trimethoprim,Sample_6510,Analyte,,2.87,4.195,70865.492,1.217,0,0,,bbI,148
48,Trimethoprim,Sample_9082,Analyte,,,,80256.336,,,,,,148
49,Trimethoprim,Sample_1056,Analyte,,2.71,0.228,51066.941,0.36,0,0,,bbI,148
50,Trimethoprim,Sample_13358,Analyte,,2.81,0.053,22582.023,0.141,0,0,,bbI,148
51,Trimethoprim,Sample_13333,Analyte,,2.95,0.668,35908.773,1.891,0,0,,bbI,148
52,Trimethoprim,Sample_4137,Analyte,,,,68097.977,,,,,,148
53,Trimethoprim,Sample_5110,Analyte,,,,100895.078,,,,,,148
54,Trimethoprim,Sample_11159,Analyte,,2.83,4.792,46000.02,8.909,0,0,,MMI,148
55,Trimethoprim,WaterBlank8,Blank,,2.85,0.049,285.384,0.524,0,0,,bbI,148
56,Trimethoprim,WaterBlank9,Blank,,2.81,5.815,265.021,16.962,0.022,0.3776,,bb,148
57,Trimethoprim,Sample_8308,Analyte,,,,48629.883,,,,,,148
58,Trimethoprim,Sample_8306,Analyte,,2.89,0.139,42392.855,0.231,0,0,,bbI,148
59,Trimethoprim,Sample_10138,Analyte,,2.71,33.569,62184.438,70.74,0.001,0,,bbI,148
60,Trimethoprim,Sample_1058,Analyte,,2.81,1.331,27546.477,1.107,0,0,,bbI,148
61,Trimethoprim,Sample_5571,Analyte,,2.95,0.391,106259.242,1.122,0,0,,bbI,148
62,Trimethoprim,Sample_5112,Analyte,,,,125506.648,,,,,MM-I,148
63,Trimethoprim,WaterBlank10,Blank,,2.79,0.562,159.776,1.14,0.004,0.0062,,bb,148
64,Trimethoprim,QC1_10uMPOOL,Analyte,,2.81,551082.063,39.84,10435.731,13832.381,358.3853,,bb,148
65,Trimethoprim,WaterBlank11,Blank,,2.81,46.842,82.183,5.294,0.57,2.2556,,bb,148
66,Trimethoprim,WaterBlank12,Blank,,2.85,15.975,44.363,17.114,0.36,1.7819,,bb,148
67,Trimethoprim,Sample_15155,Analyte,,,,38866.934,,,,,,148
68,Trimethoprim,Sample_5334,Analyte,,2.81,1.242,53975.875,2.217,0,0,,bbI,148
69,Trimethoprim,Sample_5135,Analyte,,,,133656.125,,,,,MM-I,148
70,Trimethoprim,Sample_13334,Analyte,,,,37294.91,,,,,,148
71,Trimethoprim,Sample_9246,Analyte,,2.73,1.109,60996.668,2.502,0,0,,bbI,148
72,Trimethoprim,Sample_4136,Analyte,,,,48945.879,,,,,,148
73,Trimethoprim,Sample_11157,Analyte,,2.79,8.122,52875.77,14.154,0,0,,MMI,148
74,Trimethoprim,Sample_15138,Analyte,,2.91,1.149,46609.473,1.926,0,0,,bbI,148
75,Trimethoprim,Sample_11160,Analyte,,2.91,2.258,42042.543,0.477,0,0,,bbI,148
76,Trimethoprim,Sample_5137,Analyte,,,,60462.066,,,,,,148
77,Trimethoprim,WaterBlank14,Blank,,2.77,2.601,518.068,2.371,0.005,0.0879,,bb,148
78,Trimethoprim,WaterBlank15,Blank,,,,140.98,,,,,,148
79,Trimethoprim,Sample_1363,Analyte,,,,21296.447,,,,,,148
80,Trimethoprim,Sample_6489,Analyte,,,,37417.59,,,,,,148
81,Trimethoprim,Sample_9251,Analyte,,,,49997.758,,,,,,148
82,Trimethoprim,Sample_9042,Analyte,,2.93,3.066,59540.941,3.799,0,0,,bbI,148
83,Trimethoprim,Sample_1055,Analyte,,,,19114.42,,,,,,148
84,Trimethoprim,Sample_1059,Analyte,,,,20288.83,,,,,,148
85,Trimethoprim,Sample_6495,Analyte,,2.71,1.129,36048.414,1.087,0,0,,bbI,148
86,Trimethoprim,Sample_12293,Analyte,,2.91,0.497,95556.391,0.476,0,0,,bbI,148
87,Trimethoprim,Sample_12296,Analyte,,2.81,88476.969,43887.121,4753.377,2.016,4.2851,,bb,148
88,Trimethoprim,Sample_13284,Analyte,,,,36703.402,,,,,MM-I,148
89,Trimethoprim,WaterBlank16,Blank,,2.81,9.299,160.65,20.442,0.058,0.6735,,bb,148
90,Trimethoprim,WaterBlank17,Blank,,2.69,1.694,61.132,1.94,0.028,0.4376,,bb,148
91,Trimethoprim,Sample_1360,Analyte,,,,33146.063,,,,,,148
92,Trimethoprim,Sample_9083,Analyte,,2.79,0.342,43269.895,1.666,0,0,,bbI,148
93,Trimethoprim,Sample_5305,Analyte,,,,56575.578,,,,,,148
94,Trimethoprim,Sample_13354,Analyte,,2.97,4.618,42401.309,5.777,0,0,,bbI,148
95,Trimethoprim,Sample_11181,Analyte,,,,40095.98,,,,,,148
96,Trimethoprim,Sample_8324,Analyte,,2.91,4.681,37171.34,12.444,0,0,,bbI,148
97,Trimethoprim,Sample_12269,Analyte,,2.87,4.323,68534.453,15.478,0,0,,bbI,148
98,Trimethoprim,Sample_9081,Analyte,,2.87,0.887,109107.469,2.241,0,0,,bbI,148
99,Trimethoprim,Sample_10155,Analyte,,,,30640.73,,,,,,148
100,Trimethoprim,Sample_5335,Analyte,,,,93233.406,,,,,MM-I,148
101,Trimethoprim,WaterBlank18,Blank,,,,89.958,,,,,,148
102,Trimethoprim,WaterBlank19,Blank,,,,72.574,,,,,,148
103,Trimethoprim,Sample_15141,Analyte,,2.83,0.734,19090.936,1.47,0,0,,bbI,148
104,Trimethoprim,Sample_12291,Analyte,,2.91,0.232,74458.102,0.588,0,0,,bbI,148
105,Trimethoprim,Sample_1359,Analyte,,3.04,0.183,19844.846,1.57,0,0,,bbI,148
106,Trimethoprim,Sample_10139,Analyte,,2.91,6.345,32302.51,13.726,0,0,,MMI,148
107,Trimethoprim,Sample_6516,Analyte,,,,25595.715,,,,,,148
108,Trimethoprim,Sample_9084,Analyte,,2.89,1.115,86218.25,2.298,0,0,,bbI,148
109,Trimethoprim,Sample_5550,Analyte,,,,81993.383,,,,,,148
110,Trimethoprim,Sample_6493,Analyte,,,,23425.256,,,,,,148
111,Trimethoprim,Sample_9041,Analyte,,,,43401.754,,,,,,148
112,Trimethoprim,Sample_15159,Analyte,,,,23983.383,,,,,,148
113,Trimethoprim,WaterBlank20,Blank,,,,11.907,,,,,,148
114,Trimethoprim,WaterBlank21,Blank,,,,55.121,,,,,,148
115,Trimethoprim,Sample_13332,Analyte,,3.06,0.347,26000.984,0.356,0,0,,bbI,148
116,Trimethoprim,Sample_15136,Analyte,,2.87,0.779,22803.168,0.552,0,0,,bbI,148
117,Trimethoprim,Sample_1361,Analyte,,,,14572.088,,,,,,148
118,Trimethoprim,Sample_4135,Analyte,,,,95985.148,,,,,,148
119,Trimethoprim,Sample_8305,Analyte,,,,28319.887,,,,,,148
120,Trimethoprim,WaterBlank22,Blank,,,,196.049,,,,,,148
121,Trimethoprim,QC2_10uMPOOL,Analyte,,2.79,547695.188,37.166,34860.939,14736.458,369.9131,,bb,148
122,Trimethoprim,WaterBlank23,Blank,,3.01,23.676,,1.95,,,,bb,148
123,Trimethoprim,WaterBlank24,Blank,,,,17.431,,,,,,148
124,Trimethoprim,WaterBlank25,Blank,,,,12.679,,,,,,148
125,Trimethoprim,Sample_4159,Analyte,,2.91,0.672,38302.035,2.057,0,0,,bbI,148
126,Trimethoprim,Sample_6491,Analyte,,2.75,0.049,19074.754,0.652,0,0,,bbI,148
127,Trimethoprim,Sample_5574,Analyte,,2.85,5.178,58461.988,4.639,0,0,,bbI,148
128,Trimethoprim,Sample_1158,Analyte,,2.73,0.55,27956.119,0.178,0,0,,bbI,148
129,Trimethoprim,Sample_5333,Analyte,,,,55327.539,,,,,,148
130,Trimethoprim,Sample_11180,Analyte,,,,22181.33,,,,,,148
131,Trimethoprim,Sample_13357,Analyte,,2.87,1.665,41006.992,2.002,0,0,,bbI,148
132,Trimethoprim,Sample_15140,Analyte,,2.79,2.674,46579.809,1.985,0,0,,bbI,148
133,Trimethoprim,Sample_15134,Analyte,,2.87,3.41,27429.299,7.716,0,0,,bbI,148
134,Trimethoprim,Sample_8304,Analyte,,,,73113.711,,,,,,148
135,Trimethoprim,WaterBlank26,Blank,,2.81,0.813,76.619,2.539,0.011,0.2221,,bb,148
136,Trimethoprim,WaterBlank27,Blank,,,,,,,,,,148
137,Trimethoprim,Sample_11185,Analyte,,2.83,1.109,24842.893,2.3,0,0,,bbI,148
138,Trimethoprim,Sample_15158,Analyte,,2.81,0.187,26110.451,0.465,0,0,,bbI,148
139,Trimethoprim,Sample_13288,Analyte,,2.73,1.072,16664.934,0.737,0,0,,bbI,148
140,Trimethoprim,Sample_1034,Analyte,,2.85,0.53,24064.23,1.529,0,0,,bbI,148
141,Trimethoprim,Sample_9284,Analyte,,3.01,1.541,80696.258,3.303,0,0,,bbI,148
142,Trimethoprim,Sample_4139,Analyte,,,,35234.344,,,,,,148
143,Trimethoprim,Sample_1159,Analyte,,2.87,6.128,18322.385,21.249,0,0,,bbI,148
144,Trimethoprim,Sample_5336,Analyte,,,,82725.734,,,,,,148
145,Trimethoprim,Sample_1160,Analyte,,,,109.199,,,,,,148
146,Trimethoprim,Sample_1362,Analyte,,,,,,,,,,148
147,Trimethoprim,WaterBlank28,Blank,,2.85,1.419,31.041,1.66,0.046,0.5891,,bb,148
148,Trimethoprim,WaterBlank29,Blank,,,,53.814,,,,,,148
149,Trimethoprim,Sample_8330,Analyte,,2.73,285894.594,37730.41,3635.167,7.577,8.3486,,bb,148
150,Trimethoprim,Sample_11186,Analyte,,,,20312.977,,,,,,148
151,Trimethoprim,Sample_5572,Analyte,,2.87,16.871,44631.547,8.169,0,0,,bbI,148
152,Trimethoprim,Sample_13283,Analyte,,2.93,5.353,21985.393,9.888,0,0,,bbI,148
153,Trimethoprim,Sample_8331,Analyte,,2.75,84955.867,52630.934,4720.906,1.614,3.8295,,bb,148
154,Trimethoprim,Sample_1038,Analyte,,,,36097.316,,,,,,148
155,Trimethoprim,Sample_6496,Analyte,,,,21698.15,,,,,,148
156,Trimethoprim,Sample_5551,Analyte,,,,82308.773,,,,,,148
157,Trimethoprim,Sample_13356,Analyte,,,,16826.762,,,,,,148
158,Trimethoprim,Sample_5549,Analyte,,3.06,7.506,69537.031,14.625,0,0,,MMI,148
159,Trimethoprim,WaterBlank30,Blank,,,,,,,,,,148
160,Trimethoprim,WaterBlank31,Blank,,,,73.677,,,,,,148
161,Trimethoprim,Sample_12267,Analyte,,,,40641.684,,,,,,148
162,Trimethoprim,Sample_9282,Analyte,,2.91,0.151,62037.93,0.467,0,0,,bbI,148
163,Trimethoprim,Sample_1161,Analyte,,2.81,0.411,17137.713,0.153,0,0,,bbI,148
164,Trimethoprim,Sample_6490,Analyte,,2.77,0.636,29469.74,0.941,0,0,,bbI,148
